816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
899.8000000000001,2.64,0.77,10.01,11.990000000000002,2.53,3.63,1
898.1500000000001,3.3000000000000003,0.9900000000000001,10.12,5.170000000000001,0.55,1.6500000000000001,1
891.7700000000001,5.06,0.22000000000000003,8.14,7.040000000000001,0.0,2.4200000000000004,1
897.6,2.8600000000000003,0.33,8.36,0.0011,2.9700000000000006,2.75,1
886.9300000000001,4.07,1.1,9.680000000000001,0.0011,2.3100000000000005,2.4200000000000004,1
890.23,7.8100000000000005,0.8800000000000001,7.590000000000001,0.9900000000000001,4.73,4.620000000000001,1
894.85,5.170000000000001,1.4300000000000002,6.16,0.66,4.73,3.5200000000000005,1
888.69,5.06,3.19,9.46,0.0,1.7600000000000002,2.09,1
893.7500000000001,5.720000000000001,3.8500000000000005,9.350000000000001,5.940000000000001,3.19,1.87,1
894.5200000000001,12.21,10.67,8.91,9.240000000000002,0.9900000000000001,2.53,1
896.28,5.06,2.8600000000000003,9.790000000000001,72.71,0.9900000000000001,2.09,1
895.2900000000001,2.9700000000000006,0.66,9.57,13.640000000000002,2.4200000000000004,2.75,1
892.1,12.100000000000001,6.2700000000000005,9.790000000000001,1.6500000000000001,1.2100000000000002,1.87,1
808.7,10.6,6.0,6.1,0.0,0.7,1.5,0
810.6,1.9,0.5,8.7,12.5,1.2,1.5,1
814.2,3.2,1.0,7.4,4.6,4.3,2.4,1
816.2,1.8,1.1,8.5,14.1,1.6,1.5,1
818.7,4.1,1.3,5.7,0.001,2.3,1.7,1
818.0,2.4,0.7,9.1,10.9,2.3,3.3,1
816.5,3.0,0.9,9.2,4.7,0.5,1.5,1
810.7,4.6,0.2,7.4,6.4,0.0,2.2,1
816.0,2.6,0.3,7.6,0.001,2.7,2.5,1
806.3,3.7,1.0,8.8,0.001,2.1,2.2,1
809.3,7.1,0.8,6.9,0.9,4.3,4.2,1
813.5,4.7,1.3,5.6,0.6,4.3,3.2,1
807.9,4.6,2.9,8.6,0.0,1.6,1.9,1
812.5,5.2,3.5,8.5,5.4,2.9,1.7,1
813.2,11.1,9.7,8.1,8.4,0.9,2.3,1
814.8,4.6,2.6,8.9,66.1,0.9,1.9,1
813.9,2.7,0.6,8.7,12.4,2.2,2.5,1
811.0,11.0,5.7,8.9,1.5,1.1,1.7,1
889.5700000000002,11.66,6.6000000000000005,6.71,0.0,0.77,1.6500000000000001,0
891.6600000000001,2.09,0.55,9.57,13.750000000000002,1.32,1.6500000000000001,1
895.6200000000001,3.5200000000000005,1.1,8.14,5.06,4.73,2.64,1
897.8200000000002,1.9800000000000002,1.2100000000000002,9.350000000000001,15.510000000000002,1.7600000000000002,1.6500000000000001,1
900.5700000000002,4.51,1.4300000000000002,6.2700000000000005,0.0011,2.53,1.87,1
